,index,Tweet,HS
1121,123,kali ini ratus warga serbu bazar murah yang ada oleh sahabat ganjar pada bazar murah kali ini hadir oleh mayoritas emak emak dari bagai daerah di kawasan lumajang mantap the power of emak emak,NON_HATE
1122,124,calon presiden usung partai demokrasi indonesia juang ganjar pranowo harap anak anak muda perempuan di bagai daerah indonesia tidak meni dini sehingga dapat lanjut didik setinggitingginya,NON_HATE
1123,125,bakal calon presiden bacapres dari partai demokrasi indonesia juang ganjar pranowo hadir acara konsolidasi partai demokrasi indonesia juang jawa barat di stadion bima kesambi cirebon jawa barat sabtu 3 6 2023,NON_HATE
1124,126,dua hal penting kait konsolidasi di ucap pak dalam pidato saat hadir konsolidasi pak ai demokrasi indonesia juang yang langsung di cirebon kira kira apa ya,NON_HATE
1125,127,akhir pekan kali ini sahabat ganjar melaksanaka kegiata manfaat untuk bantu masyarakat yang langsung di kabupate subang ratus masyarakat hadir bondong bondong untuk beli paket sembako yang lebih murah dari pasar,NON_HATE
1126,128,sahabat ganjar melaksanaka kegiata manfaat untuk bantu masyarakat yang langsung di kabupate subang ratus masyarakat hadir bondong bondong untuk beli paket sembako yang lebih murah dari pasar,HATE
1127,129,bakal calon presiden usung partai demokrasi indonesia juang ganjar pranowo harap anak anak muda perempuan di bagai daerah indonesia tidak meni dini sehingga dapat lanjut didik setinggi tinggi,NON_HATE
1128,130,hanfmanufaktur in nepal hanf spielt eine bedeutende rolle in der kultur und geschichte nepals,NON_HATE
1129,131,calon presiden dari partai demokrasi indonesia juang ganjar pranowo kunjung ke cirebon jawa barat sabtu 3 6 2023 dalam pidato ganjar pranowo sampai jawa barat rupa daerah yang ramah bukti saat ia kunjung untuk tiga kali ke jawa barat,NON_HATE
1130,132,calon presiden indonesia ganjar pranowo hadir pada silaturahmi dan lestari budaya di kota wali giat yang langsung kali ini rupa salah satu agenda yang langsung ganjar pranowo di kabupaten cirebon,NON_HATE
1131,133,calon presiden dari partai demokrasi indonesia juang ganjar pranowo kunjung ke cirebon jawa barat sabtu 3 6 2023 ganjar papar bangun di jawa barat jadi tugas sama,NON_HATE
1132,134,lumajang semangat dukung ganjar pranowo pada 2024 pada bazar murah kali ini hadir oleh mayoritas emak emak dari bagai daerah di kawasan lumajang mantap the power of emak emak,NON_HATE
1133,135,sahabat ganjar lumajang gaet komunitas tani untuk dukung ganjar pranowo pada pilih presiden 2024 datang semangat yang tunjuk para tani sangat luar biasa pada giat yang langsung pada sabtu 3 juni 2023,NON_HATE
1134,136,ganjar pranowo sowan ke diam kh adib yang rupa pimpin pondok pesantren buntet cirebon,HATE
1135,137,guys histeria massa ria presiden indonesia gema saat sang calon presiden kunjung ke cirebon wah ini amazing kan yang solid dan valid bagai metal,NON_HATE
1136,138,calon presiden ganjar pranowo hadir pada silaturahmi dan lestari budaya di kota wali giat yang langsung kali ini rupa salah satu agenda yang langsung ganjar pranowo di kabupaten cirebon,NON_HATE
1137,139,ganjar pranowo gubernur jawa tengah sekaligus calon presiden 2024 yang usung oleh pak ai partai demokrasi indonesia juang buat heboh puri begawan camat bogor timur kota bogor jumat 2 6 2023,NON_HATE
1138,140,calon presiden dari partai demokrasi indonesia juang ganjar pranowo aku yakin diri tidak libat dalam conflict of interest lama tetap bagai calon presiden ganjar aku milik cara sendiri untuk hindar conflict of interest,NON_HATE
1139,141,yuk senyum indonesia belum itu kita cek sehat gigi dan mulut yuk sepe i sahabat ganjar di kabupaten bogor giat yang langsung kali ini sangat ramai lah dan tentu begitu nikmat para milenial weh keren,NON_HATE
1140,142,yuk gelora jiwa gotong royong sepe i pesan dari pak ganjar pranowo nah sahabat ganjar di kabupaten tulang bawang sudah ikut pesan pak ganjar dengan gotong royong bersih jalan nih,HATE
1141,143,sahabat ganjar terus jaring bibit muda untuk be arung di arena e spo si kali ini turnamen mobile legends langsung seru di kabupaten boyolali penasaran dengan seru ikut suasana,NON_HATE
1142,144,pubgm adalah contoh kita harus keluar dari zona nyaman,NON_HATE
1143,145,buff biru kalian suka hilang ini hero salah satu laku hehe,NON_HATE
1144,146,dalam pidato saat kunjung ke cirebon jawa barat sabtu 3 6 2023 papar bangun di jawa barat jadi tugas sama,NON_HATE
1145,147,manusia bagai makhluk sosial tidak bisa pisah dengan komunikasi atau relasi nah mimimin ada tips bagaimana cara bangun jaring dengan baik simak baik baik ya sahabat,NON_HATE
1146,148,bakal calon presiden dari partai demokrasi indonesia juang partai demokrasi indonesia juang ganjar pranowo diskus bangsa ketika laku silaturahmi dan sowan ke asuh pondok pesantren buntet cirebon jawa barat kh adib rofi udin,NON_HATE
1147,149,ganjar lari pagi sama wali kota bogor dan rakyat,NON_HATE
1148,150,ganjar ajak rawan tidak serang individu dan main sara,HATE
1149,151,dengan takzim dan penuh hormat ganjar salam kiai adib dan nyai para santri diri jejer ingin lihat dari dekat gubernur jawa tengah itu,NON_HATE
1150,152,ini rupa salah satu rangkai giat safari politik yang laksana oleh calon presiden indonesia sebut bagaimana jalan giat ikut video lengkap,NON_HATE
1151,153,giat yang langsung kali ini rupa salah satu agenda yang langsung ganjar pranowo di kabupaten cirebon keren banget pak ganjar sangat cinta dengan budaya indonesia,NON_HATE
1152,154,ada apa nih ramai ramai oh nyata para tani yang dukung pak ganjar,NON_HATE
1153,155,cirebon adalah kota wali ganjar pranowo hadir pada silaturahmi dan lestari budaya,NON_HATE
1154,156,semangat yang tunjuk para tani sangat luar biasa pada giat yang langsung pada sabtu 3 juni 2023 semangat terus untuk pak ganjar menang,NON_HATE
1155,157,publik nilai ganjar pranowo bagai calon presiden 2024 paling toleran,HATE
1156,158,lewat akun instagram milik jumat 2 6 2023 ganjar lihat kena baju kemeja lengan panjang yang gulung pada bagi ujung lengan,NON_HATE
1157,159,gubernur jawa tengah dan juga bakal calon presiden ganjar pranowo sambang wilayah kabupaten dan kota bogor pada jumat 2 6 2023,NON_HATE
1158,160,gubernur jawa tengah dan juga bakal calon presiden ganjar pranowo sambang wilayah kabupaten dan kota bogor pada jumat 2 6 23,NON_HATE
1159,161,hari jumat rupa momentum yang tepat untuk kita semua bagi rezeki amp berkah kali ini ada jumat berkah di camat pondok gede kota bekas jawa barat pada jumat 2 6,NON_HATE
1160,162,gubernur jawa tengah ganjar pranowo cerita kena diri yang usung oleh partai demokrasi indonesia juang maju bagai calon presiden 2024 datang di istana batu tulis kota bogor,NON_HATE
1161,163,sayang no den,NON_HATE
1162,164,pesan mega ke ganjar awas kalau kamu tidak bicara tugas pak ai baca lengkap di sini,NON_HATE
1163,165,jaga satu dan satu,NON_HATE
1164,166,calon presiden indonesia mantap langkah tuju pilih presiden 2024 dengan hadir pada konsolidasi partai demokrasi indonesia juang yang langsung di cirebon guys bagi sama presiden 2024,NON_HATE
1165,167,calon presiden indonesia ganjar pranowo beri pidato saat hadir konsolidasi pak ai demokrasi indonesia juang yang langsung di cirebon,NON_HATE
1166,168,ganjar sebut 4 kali jadi jurkam di pilih presiden 2 untuk bu mega 2 pak jokowi,HATE
1167,169,kalau halu mbok jangan terlalu jokowi saja tidak mau ajak agus harimurti yudhoyono demokrat gabung perintah walau datang susilo bambang yudhoyono kok malah mau jadi calon presiden musthil sudirman said ungkap pada rayu masuk perintah agus harimurti yudhoyono tawar calon presiden,HATE
1168,170,pak ganjar ajar untuk mengenggam erat juang sama tebar cinta rawat rasa di antara kita untuk bangsa dan negara,NON_HATE
1169,171,pak tegas kata hal sebut usai dia be anya kena cita cita kepada orang gadis nama nisa yang baca teks pancasila dalam acara konsolidasi menang dewan pimpin cabang partai demokrasi indonesia juang cirebon,NON_HATE
1170,172,bikin heboh emak emak se kabupaten lumajang guys ratus dari mereka serbu giat bazar murah sambil semangat dukung total pada 2024 bagai presiden pilih,HATE
1171,173,pe emuan sarasehan bangsa dengan para rawan calon presiden negara republik indonesia dari pak ai partai demokrasi indonesia juang dengan dukung ganjar pranowo bagai calon presiden ri,HATE
1172,174,momen ganjar riak presiden saat lari pagi di cirebon,NON_HATE
1173,175,semangat pagi cirebon semangat sama ganjar pranowo gaspolll,HATE
1174,176,ganjar pimpin satu bangsa yang harus dukung,HATE
1175,177,akhir pekan kali ini sahabat ganjar melaksanaka kegiata manfaat untuk bantu masyarakat yang langsung di kabupate subang,HATE
1176,178,salur kur usaha mikro kecil dan tengah di jawa tengah besar,NON_HATE
1177,179,ganjar be anya kepada seluruh jabat daerah di salah satu pidato apa sih susah ya untuk tidak korupsi,HATE
1178,180,pimpin yang dapat satu bangsa itu wajib dukung,HATE
1179,181,gubernur jawa tengah ganjar pranowo masih jadi sorot masyarakat lebih usai ia resmi usung partai demokrasi indonesia juang partai demokrasi indonesia juang untuk maju bagai calon presiden dalam pilih umum pilih umum 2024,NON_HATE
1180,182,baru 2 hasil survei calon presiden 2024 prabowo masih tak kalah ganjar kian dekat anies jauh,HATE
1181,183,masyarakat sangat antusias kerumun dan ikut pak ganjar pranowo laku lari pagi di cirebon pada lari pagi kali ini pak ganjar kena kaos be uliskan indonesia sehat dengan olahraga,NON_HATE
1182,184,warga cirebon ria ganjar presiden saat lari pagi,NON_HATE
1183,185,erick thohir jadi calon wakil presiden paling petensial dan layak jadi wakil presiden indonesia siapa calon presiden nya hanya pak erick thohir yang baik,NON_HATE
1184,186,itu kan dukung saja bilang anies tak pernah ngapa2in,NON_HATE
1185,187,anies baswedan for presiden,NON_HATE
1186,188,memang yang paling mudah itu adalah ekor tapi ise dan gagas tetap milik p anies sehabat apapu itu ekor akan tetap jadi ekor lama,NON_HATE
1187,189,prabowo dan anies kompak cuma ingin adu program dan gagas karena mereka dua memang tidak ada kerja yang bisa di pamer rakyat lebih suka adu kerja nyata dan program nyata surat pemberitahuan tahun 10 tahun dengan pakde kalau cuma adu omong doang an apa lagi kayak oke ngocehnya abud waaah tidak lagi deehhh nehiiiiii,NON_HATE
1188,190,nah itu kamu paham ini kamu kok serang gue dan orang lain,NON_HATE
1189,191,habib ali gus muhaimin sangat pas jadi calon wakil presiden ganjar prabowo atau anies baswedan,HATE
1190,192,pak anies top sekarang ada orang yang tidak tau malu bangga formula e padahal dulu caci dibully halang halang bahkan mau di jegal sekarang mereka dengan tidak tau malu klaim hasil kerja pak anies cebong memang urat malu sudah putus,HATE
1191,193,bayang anies di 2024 ruwet ruwet kata kata,NON_HATE
1192,194,hanya gerbong kosong doang yang akan gabung contoh arus bawah ppp saja dukung pak anies amp tidak mungkin pilih gemar bokep,HATE
1193,195,untuk indonesia raya lebih baik saya yakin dengan pak anies baswedan bagai ri 1 hasil survei belum jamin bos,NON_HATE
1194,196,ngareeep anies ya apa sih yang bangga oke oke uang muka 0 naturalisasi stop reklamasi sumur resap parkir air aibon thiner pulpen lebih bayar lab covid jis ada tidak program yang 100 hasil bohong karena iman saja mau kasihan kalian,NON_HATE
1195,197,kalau buka produksi dalam negeri a inya anggur kurang dan anies akan nikmat hasil kerja jokowi jika saja dia jadi presiden maupun tidak jadi presiden,NON_HATE
1196,198,ikut pak anies,HATE
1197,199,anies baik,HATE
1198,200,saya 2014 amp 2019 dukung penuh pak prabowo tetapi hari ini kami akan dukung penuh pak anies mantan gubenurku daerah khusus ibukota jaka a pak prabowo di dorong oleh mereka hanya bagai pecah suara garis lurus saja biar pak ganjar lenggang dengan suara utuh,NON_HATE
1199,201,haalaahhh tiap detik kerja kamu cuma nyi2rin anies bagaimana pula itu baru bagi bagi sembako saja sudah ricuh bagaimana mau urus negara,NON_HATE
1200,202,banten yang mana mas bro kita orang banten tidak sudi pilih capress gemar film biru tidak amanah pimpin jawa tengah jogging2 luar daerah padahal status masih gubernur tetap pilih anies dong,NON_HATE
1201,203,betapa jahat anies baswedan tim sukses rawan dan dukung sendiri lupa begitu saja,HATE
1202,204,di semua survei yang bayar partai demokrasi indonesia juang anies kalah terus kata rakyat tidak akan pilih anies tapi partai demokrasi indonesia juang dan selalu usaha habis anies bera i fakta aselinya anies menang bukan,NON_HATE
1203,205,yang panik itu siapa selalu putar balik pakta semua buzerp serang pak anies itu bukti panik,HATE
1204,206,jika ingin tahu hasil survei yang benar tunggu tanggal main nya rakyat yang rindu ubah tahu siapa yang pantas dan layak jadi pimpin di negeri ini hanya yang buta tuli saja yang tidak paham dengan ada karena mereka lebih senang di kibul anies baswedan 2024 insyaallah,NON_HATE
1205,207,gue percaya benar akan menang lawan jahat saat nya habis gelap terbit terang habis jokowi terbit anies baswedan,HATE
1206,208,hoaks mana foto anies hihi,NON_HATE
1207,209,pak anies baswedan selalu ada hati rakyat yang hati baik dan otak waras,HATE
1208,210,yang jelas sumur resap pak anies telah hilang banjir di kompleks rumah gue yang selalu jadi bas tahun sementara kalau gue ke semarang tiap hujan pasti banjir bahkan telah hujan deras pun banyaj halaman instansi perintah di sana banjir genang,NON_HATE
1209,211,coba disurvey kredibel juara ya pak anies,NON_HATE
1210,212,speechless tega banget jegal anies yang hasil bawa puncak ri,NON_HATE
1211,213,formula e event yang hebat dan luar biasa pantaslan anies baswedan selayaknua dapat harga bagai presiden ri 2024,NON_HATE
1212,214,anies kan dak punya dukung dan selalu di posisix buncit tapi gencar sekali di serang sama buzer2 sodomi anies untuk 1 kali putar,NON_HATE
1213,215,memang dapat pengaruh orang mang tidak lah sudah bosan dukung prabowo pilih anies lah,HATE
1214,216,anies sungguh sungguh dukung jokowi di pilih presiden 2014 sekarang anies petik balas sungguh itu rakyat bersungguh2 dukung anies presiden 2024 masing masing akan balas oleh allah,HATE
1215,217,bagaimana dukung anies itu cerdas kalau narasi asal bunyi sepe i kentut,NON_HATE
1216,218,tepat sekali panitia nya akan hilang muka karena semua audien ke pak anies pak anies lebih di hormat,HATE
1217,219,memang nya apa yang laku rezim anies kepada orang sepe i kalau menang kok sampai tidak berani,HATE
1218,220,kualitas rezim bobrok waktu bangun formula e juga jegal jegal supaya gagal tapi makin jegal anies baswedan makin sinar dan rakyat sudah paham rapat baris pilih anies baswedan for presiden 2024,NON_HATE
1219,221,up dong mana nih kok malah ke menteri sosial sih yang kena buka anies,HATE
1220,222,anies tolak ikn kita tolak anies,NON_HATE
1221,223,sudah paham pak ali anda boleh beroandangan tapi pandang anda sudah zalim orang yang baca bagi pak ali sudah jelas pula kan semua yang bahu anies ajan hilang akal sehat dan nilai negara satu republik indonesia nya,NON_HATE
1222,224,kalau sih adik dengan modal ngemis2 jabat dan fitnah pak anies dia harap jadi komisaris terus,HATE
1223,225,luar biasa pak anies,NON_HATE
1224,226,he monyet kalau ada bukti kenapa sampai sekarang anies tidak di jadi sangka oleh komisi berantas korupsi toh anies sudah tidak gubernur lagi novel yang di fitnah lindung anies sudah tidak di komisi berantas korupsi lagi punya otak itu buat pikir makanya jangan banyak makan an tidak kamu,NON_HATE
1225,227,enggak perlu banyak kata berkat tangan dingin yang tulus anies orang yang masih ndesit hasil jadi presiden ruarr biasa,HATE
1226,228,pe amina enggan sponsor formula e era anies beda dengan tahun ini gigin demi cuan dan kuasa politik,NON_HATE
1227,229,nyata kerja pak anies di formula e untung daerah khusus ibukota sehingga buat serial,NON_HATE
1228,230,makin yakin inyong orang jawa tengah dukung mas anies,NON_HATE
1229,231,sumur resap yang buat anies apresiasi oleh badan tanggulang bencana daerah bpbd,NON_HATE
1230,232,refly ini bagi dari baris sakit hati karena buang dan jadi sakit sekarang beliau lihat ada sempat pada anies dan mulai menjilat2 pantat anies dengan indah agar beri jabat atau proyek,NON_HATE
1231,233,kamu mau bikin malu anies eh nyata malah kasih panggung,HATE
1232,234,kalau anies menang di rakyat,HATE
1233,235,tanpa kamu harap formula e sudah jadi ajang promosi jaka a sejak pak anies baswedan upaya dan resmi her,NON_HATE
1234,236,ikut saja tapi tetap kritis adik adik muda lihat rekam jejak pejabat2 psi ada yang tidak etika tidak ada yang merendah2kan orang dan ada yang pecah belah masyarakat tidak lihat giring yang menjelek2kan formula e dan cerita bagaimana anies hambat untuk bangun,NON_HATE
1235,237,jangan langsung percaya kalau anies melambai2kan tangan kepada khalayak dia manipulatif dengan rekayasa digital,NON_HATE
1236,238,buzzer jokowi buzzer anies ribut ribut soal agama wkwk banyak nyabu kalian jadi mabuk agama pantas saja kalian tidak kaya2 udhlah miskin masih sibuk urus agama orang fokus kerja saja biar tajir bro jadi tidak perhati twitter terus macam anggur,NON_HATE
1237,239,sama saja dul kalian yakin sih anies unggul tetapi tiap hari bacot jokowi terus yang sudah jelas tidak ikut tanding goblok mana,HATE
1238,240,anies bukan yang baik tapi di antara trio macan prabowo ganjar anies anies masih yang baik,HATE
1239,241,anies baswedan tipikal manusia ambisius yang tidak segan segan melalakukan apa dengan cara apa telah bukti di daerah khusus ibukota dengan cara lompat kodok injak dan tindas kepala siapa saja yang ada bawah dengan cara halus namun kejam untuk dapat syahwat dan ambisi nya,NON_HATE
1240,242,kalau lawan ahok di pilih presiden pasti menang anies bro masalah sekarang lawan ganjar dan prabowo,HATE
1241,243,ya murid dengan mudah jadi presiden masa bagai guru boleh dong anies naik anti murid yang hampir purnabakti selesai tugas guru mentor hebat pasti hasil murid yang hebat juga,NON_HATE
1242,244,sudah jelas rekam jejak ubah anies di jakarta yang mau lanjut ubah kata kata banyak istilah akan ubah kalau jadi presiden exc orang miskin jadi belumkaya korupsi distribusivitamin dan terus,NON_HATE
1243,245,cara cara jahat mereka laku untuk bungkam dan jegal anies hingga skrgpun tidak di undang tetapi itu semua justru lihat jahat mereka anies makin sinar,HATE
1244,246,yang harap anies gagal calon presiden kayak mereka yang takut kompetisi cara sehat amp takut laku ubah ke arah yang lebih baik qs ar rad ayat 11 sungguh allah tidak ubah ada sesuatu kaum sehingga mereka ubah ada yang ada pada diri mereka sendiri,NON_HATE
1245,247,kalau memang bukan kaleng2 kenapa juga masih fokus sama anies,NON_HATE
1246,248,anda nilai sesuatu yang jadi prinsip orang bahrawi karena anda pikir sekitar anies saja bahrawi hanya nyata sejarah eh anda bawa asa syukur mau di bagi sejarah yang keren anda punya paling bawa asa,NON_HATE
1247,249,tunggu pak heru gelar pe andingan level internasional di jis bagaimana pak heru sudah bukti gelar formula e di circuit ancol terima kasih pak heru sudah aku legacy gubernur belum soal tiket itu recelah pak anies bisa beli sendiri pimpin hebat spo if,NON_HATE
1248,250,buat apa anda tuduh anies main korban padahal anda sendiri aku kalau anies sangat potensial jadi presiden karena pilih rakyat,HATE
1249,251,terima kasih pak anies formula e nyata untung sehingga buat seri,NON_HATE
1250,252,tuju calon pimpin pak anies presiden,HATE
1251,253,padahal yang panik itu anjing anjing buzzer karena apa karena kalau anies tidak di jegal pe sama anak istri anjing anjing buzzer bisa lapar ke 2 anjing anjing buzzer bisa gembel lagi dan yang 3 anjing anjing buzzer bisa buru sepe i londo ireng dulu maka nya anjing buzzer gencar fitnah anies,HATE
1252,254,anies out,HATE
1253,255,hadir hanya untuk urus anies,NON_HATE
1254,256,ini orang tidak punya prestasi cuma bisa ngerecokin hasil kerja pak anies,HATE
1255,257,maaf goreng tetap tidak mampu dongkrak elektabilitas anies,NON_HATE
1256,258,beda konteks yang naik jet itu bagai bakal calon presiden yang tonton formula e itu ya warga biasa bukan bakal calon presiden lagi yang kayak itu nasional demokrat bukan pak anies,NON_HATE
1257,259,belum tentu main korban lah dari tacb pak anies yang nandatanganin hingga jadi fe indonesia ya wajar kalau sekadar tonton dari hasil jerih payah atau mungkin anda yang salah nilai orang soal cf bukti kalau benar benar sangkut jangan cuma isu jelang pilih umum,NON_HATE
1258,260,keren kan karya pak anies,NON_HATE
1259,261,yang semangat jegal anies maju pilih presiden moga hidup sengsara,HATE
1260,262,sia yang berani jegal anies baswedan calon presiden pilih rakyat ri maka rakyat serentak bangkit lawan dengan revolusi besar panjang sejarah kalau dengan mudah kami kumpul 7 juta umat muslim di monas apa susah laku lagi sp i ini,NON_HATE
1261,263,ganjar suka bokep minim prestasi walaupun sudah 2 periode beda sama pak anies,HATE
1262,264,survei indikator politik elektabilitas prabowo 38 persen ganjar 34 2 persen dan anies 18 9 persen,HATE
1263,265,gubernur yang rajin interaksi dengan konstituen utama saat konstituen kritik kerja perintah provinsi itu amp kalau kurang interaksi dengan konstituen apalagi yang kritik surat pemberitahuan tahun macet dan lain lain heran ada yang mau anies jadi presiden,NON_HATE
1264,266,strategi kalah anies baswedan presiden jokowi lagi main aman teknik pecah belah suara,HATE
1265,267,kamu kaley yang harus pikir dulu anies jadi gubernur daerah khusus ibukota dapat gudang prestasi kok di anggap enggak bisa urus bikin ajang formula e saja aspal di blok tapi anues tetap kerja krs dan pantang serah untuk maju jak a and akhir sukses tapi ya tetap saja kaum belah enggak bisa lihat,NON_HATE
1266,268,anies waktu jabat hubung daerah khusus ibukota ibarat bapak kayak raya tetapi tidak bisa suksesin anak anak cuma muazin udel anies,HATE
1267,269,tua bangka goblok benar kamu tau atur tidak sih kamu kadang lah memang anies itu siapa kok harus di istimewa,HATE
1268,270,haha anies yang baik dia kan nikmat apa yang sudah kerja oleh dahulu sila crk ke dinas sumber daya air daerah khusus ibukota infrastruktur kendali banjir apa yang bangun di masa pimpin arb,NON_HATE
1269,271,prestasi pak anies formule e dulu yang caci maki sekarang puji puji sama dukung ganjar mulut mu bau mas bukti bahwa dukung ganjarist gerombol otak kerdil malu,HATE
1270,272,kalau menang ya bu tapi anies kalau kalah bagaimana,NON_HATE
1271,273,anies ter the best chief competition officer formula e albe o longo balap formula e jaka a 2022 baik dalam sejarah balap,NON_HATE
1272,274,proud of kamu mr anies baswedan,NON_HATE
1273,275,sudah kamu cukup gari klub masa lalu itu saja kalau soal politik itu gue yakin otak tidak sampai dan nanti jangan lupa untuk pilih anies saja,HATE
1274,276,wawancara pak anies di australia bicara fakta mana yang jelek kasus covid hingga kucur dana covid yang korupsi kan hasil dari tidak transparan nya data covid apa kamu mau dukung sih penilep bansos sana kumpul saja kamu sama sih juliari,NON_HATE
1275,277,anies salah garden kebun jika itu untuk tanam baik bunga atau buah contoh kebun jeruk kebun bunga produktif sedang park taman mrujuk pada ekterior alam yang bisa isi tanam hias wahana brmain hewan baik alami atau buat contoh safari park prigen jawa timur tonton main,NON_HATE
1276,278,anies adalah bicara subisidi mobil listrik memang dia sadar tidak anggar formula e yang dia hambur bukan lebih baik uang itu hambur tambah armada mobil bus listrik buat trans jaka a,NON_HATE
1277,279,huruf besar cetak miring cetak tebal pasang kerlip2 sudah saat indonesia pimpin orang guru viral meme anies guru jadi presiden nasional demokrat sudah saat indonesia pimpin orang guru,NON_HATE
1278,280,dendam saking benci anies tak undang tonton formula e,HATE
1279,281,media abal abal pesan oposisi tidak pernah kritik nasional demokrat demokrat partai adil sejahtera hanya serang kubu perintah dan selalu mengada2 karena yang punya media ini sih jidat ireng asong khilafah jilat pantat anies,HATE
1280,282,buzerr tolol tidak ada senjata baru ya buat serang pak anies berita basi dibawa2 kon tol,HATE
1281,283,drama formula e anies baswedan akhir dunia,NON_HATE
1282,284,sudah tidak usah pilih susah amat hidup kamu nanti juga calon presiden pilih anies saja,HATE
1283,285,nah mulai deh pada buka borok padahal yang dukung anies itu notabene 2019 dukung prabowo,HATE
1284,286,viral meski tonton sendiri untuk hadir ajang formula e dua di jaka a dunia internasional aku ajang formula e adalah sejarah prestasi anies untuk jaka a tingkat dunia lambe waras emas tetap emas meski tonton di tribun sekalipun,NON_HATE
1285,287,1 karena kontrak sudah di tanda ya harus dilanjutka 2 bilang sukses anies lah jelas jelas sekarang panitia dan semua bukan under anies lagi bagaimana sih,NON_HATE
1286,288,anies adalah keren cebong pada takut benar sama anies anies bikin cebong gemetar siang malam anies pilih cebong auto kejang,HATE
1287,289,yakin itu anies jadi calon presiden di 2024 3 pak ai nasional demokrat demokrat partai adil sejahtera sampai hari ini saja belum satu suara satu saja tidak satu suara alamat anies jegal pak ainya sendiri,NON_HATE
1288,290,anies dan segenap warga daerah khusus ibukota bisa bikin sirkuit formula e bukan sekadar ada ajang formula e tanpa minta dana ke badan usaha milik negara anda bisa apa anies dan warga daerah khusus ibukota bisa tetap ngebangun sirkuit formula e meski fitnah dan recok buzzer,NON_HATE
1289,291,ya karena rakyat indonesia makin pintar jadi imbas dukung anies makin sedikit karena hanya orang orang bodoh yang dukung anies,HATE
1290,292,daerah khusus ibukota jaka a adalah bukti bahwa ubah dengan tidak lanjut program gubernur belum malah tambah banjir tambah kumuh amp program sporadis parcial anies baswedan gagal total karena kurang minum kopi amp piknik,NON_HATE
1291,293,sadar juga kalau anies tidak kenapa apa mantap bro,HATE
1292,294,buzzerp memang harus musnah kalau nanti anies jadi ri 1,NON_HATE
1293,295,amaizing buat buat bang anies,NON_HATE
1294,296,anjing tidak punya malu hajat bang anies kamu nikmat dasar muka tembok kamu,HATE
1295,297,nasional demokrat seperti sesal dukung anies apa cuma tes ombak,HATE
1296,298,alahhh adalah mana berani sama anies,NON_HATE
1297,299,sudah kudegem moga anies agus harimurti yudhoyono good bye buat indonesia,HATE
1298,300,capitals of other countries are decorated dengan icons full of messages and meanings anies icons are full of immoral messages,NON_HATE
1299,301,media ini kerja hanya diskredit lawan politik anies dan jilat pantat anies,HATE
1300,302,pokok pak anies the best lah,NON_HATE
1301,303,hmmm apakah anies juga pernah undang ahok ke suatu acara lama anies jabat bagai gubernur jaka a,NON_HATE
1302,304,anies dong,NON_HATE
1303,305,sementara dukung pak anies dari pak ai pak ai yang ingin proporsional buka,NON_HATE
1304,306,anies unggul mana mask 2 ganjar pranowo doang nanti ada yang amuk,HATE
1305,307,benci anies itu buzzer locknut lgbt,HATE
1306,308,padahal anies tidak ada badan usaha milik negara yang sponsor ya,NON_HATE
1307,309,kasi ya para benci anies mau bikin formula e mesti minta dana ke badan usaha milik negara,HATE
1308,310,saya lebih tuju anies gatot nurmantyo biar balance dan lebih kuat wakil sipil militer rebut suara jawa tengah muda tua restrukturisasi militer bijak wibawa insyaallah indonesia bisa bangkit kembali amin,NON_HATE
1309,311,selamat nikmat hasil prestasi pak maju terus pak anies walaupun buzzerp cebong menzolimi insyaallah allah subhanahu wa taala sama hamba nya yang jalan di jalan yang lurus dan tulus,HATE
1310,312,siapa buzzerp anies bisa sebut nama,NON_HATE
1311,313,jaka a adalah daerah khusus yang terima dampak limpah fiskal yang harus anies dapat manuver lebih besar tekan miskin begini ratio dan tingkat usaha mikro kecil dan tengah namun satu satu milik modal usaha henti operasi di jaka a pindah ke daerah lain,NON_HATE
1312,314,kata menang total kata banyak tapi mentwit masih bawa bawa anies no anies no makan no anies no seru anies hati kan cebong mabuk anies,HATE
1313,315,bila gagal yapres suara dukung ganjar ke prabowo enak saja anies gagal gye golput,HATE
1314,316,aspal sirkuit formula e ancol masih sangat bagus sampai hari ini sukses selenggara e prix jaka a 2023 terima kasih pak anies baswedan,NON_HATE
1315,317,mantap tetapi presiden tetap pak anies insyaallah,NON_HATE
1316,318,jiah gilir anies saja kalian ribut bukan main mau kalian kalian saja yang sukses tidak boleh dari kelompok mana aku saja deh formula e itu karena tangan anies dulu yang sukses kalau tidak tidak bakal diadain lagi,NON_HATE
1317,319,kenapa tidak kampanye calon presiden yang dukung nya saja kenapa urus calon presiden lain takut ya kalau ibu khofifah atau yenny wahid jadi wakil presiden nya anies justru bu khofifah jadi wakil presiden nya anies akan hapus itu stigma politik identitas nu harus bangga kader nya akan jadi ri 2,NON_HATE
1318,320,hasil prestasi kerja pak anies yang dulu mereka caci sekarang gerombol ganjar jilat ludah sendiri hai amit amit,HATE
1319,321,anda kira sp jika rc rakyat jelata banyak mereka itu adalah oligarki oligarki yang malang lintang bisnis di antero indonesia siapa milik k jet pribadi yang tumpang pak anies saat kampanye ke seluruh indonesia siapa yang bayar asal mangap saja,HATE
1320,322,dulu zaman reformasi pak amien rais sebut lokomotif reformasi karena bagai pelopor zaman sebut sepe inya wajar kalau pak anies kita sebut lokomotif formula e karena juang beliau laksana helat formula e yang tak begitu mudah dan banyak rintang amp hasil,NON_HATE
